1;219855.4786
2;546371.1664
3;478157.8277
4;427314.0010
5;550601.8092
6;528224.4836
7;599078.8543
8;552822.7610
9;565021.5066
10;550142.4053
11;472413.5050
12;497065.2231
13;601150.2637
14;531813.1729
15;439182.7975
16;415971.6329
17;443263.1775
18;542991.5673
19;569220.1901
20;461899.2256
21;509190.1458
22;498119.4356
23;395078.3078
24;439076.2564
25;467505.9756
26;513904.7254
27;438742.7846
28;521653.8256
29;498141.0243
30;554516.2626
31;528216.4277
32;554478.9926
33;420231.0964
34;563466.8998
35;458011.1011
36;520726.7311
37;634173.3333
38;646792.7969
39;491508.9734
40;564917.8380
41;480179.6788
42;528387.8932
43;471223.4451
44;574626.3347
45;458947.6211
46;520047.4809
47;442216.5761
48;482186.3277
49;468103.6704
50;447200.2033
51;467718.2388
52;358750.4719
53;527933.1798
54;493912.4154
55;511090.5945
56;514258.2434
57;521040.1421
58;573010.7501
59;538544.2920
60;428202.6208
61;586075.3256
62;526189.7694
63;509948.3479
64;489847.3345
65;550320.1713
66;491621.7724
67;525471.2562
68;504615.5797
69;523102.9556
70;472303.3012
71;489645.6747
72;477032.1137
73;445174.1317
74;399745.4074
75;539494.6040
76;513918.9171
77;562886.1416
78;547507.9411
79;499082.0591
80;538384.8358
81;606041.1787
82;451922.8388
83;409321.3065
84;410888.4500
85;556300.1040
86;564013.1076
87;498067.1940
88;406736.8704
89;526317.7440
90;549673.6312
91;518416.6486
92;487394.8148
93;457409.2574
94;483396.2233
95;434730.8784
96;493215.6705
97;518082.3481
98;538215.1396
99;491362.8345
100;419699.8711
101;512002.8973
102;556188.0955
103;383907.5878
104;514438.2345
105;496686.4757
106;528530.3272
107;464773.0454
108;543806.4152
109;384023.4908
110;322187.6920
111;496556.0412
112;512893.0751
113;470074.9421
114;467932.0213
115;507587.9235
116;444418.0887
117;554023.3552
118;566889.3763
119;412319.2556
120;417451.1509
121;580065.3312
122;488133.1102
123;455828.9568
124;457676.4155
125;515714.6464
126;425086.3323
127;480434.8758
128;451223.6269
129;397669.8854
130;459994.0624
131;489305.5940
132;456751.6712
133;609087.2650
134;520921.9667
135;542339.6678
136;443676.4042
137;544850.4044
138;594247.5034
139;464558.6064
140;445022.6040
141;486972.0767
142;426690.3296
143;476651.7271
144;511983.6180
145;512518.4446
146;506062.9553
147;573738.4515
148;497824.7529
149;515775.1832
150;627363.7526
151;481615.3344
152;410008.3788
153;537305.5960
154;511506.0162
155;483383.8159
156;411134.2206
157;435713.7181
158;504290.6422
159;444692.5896
160;467177.5432
161;563144.3259
162;469931.3960
163;565895.2316
164;442212.4267
165;532802.5982
166;527039.2461
167;494215.3522
168;526891.2757
169;416939.0539
170;538123.5730
171;449555.8090
172;418855.3664
173;506099.0505
174;468770.3911
175;496586.7943
176;461370.3229
177;527906.1683
178;551633.2008
179;523494.7221
180;469062.6093
181;591686.0481
182;514141.4980
183;475446.8545
184;429862.6947
185;555390.2624
186;405292.3110
187;422679.0481
188;462624.0227
189;464966.7385
190;431731.3530
191;470705.0782
192;482968.3935
193;505283.7996
194;560339.3726
195;472438.6002
196;443127.1519
197;476938.5103
198;583445.4579
199;547101.5903
200;451753.0162
201;507330.1893
202;528171.5969
203;626189.0883
204;446069.8979
205;430356.9614
206;510166.9138
207;524311.5307
208;548296.1890
209;465287.7747
210;544129.4058
211;565567.5675
212;440375.6408
213;474715.1991
214;462281.2340
215;520120.9157
216;512784.6531
217;623597.0226
218;517855.6901
