680;3115.2679
376;9322.4708
134;552.3213
731;6789.612
717;9843.9794
35;2033.2573
540;4036.4925
64;9902.8254
866;1353.1748
462;9923.752
638;6449.2589
344;9050.8375
434;5767.3295
706;7742.2998
387;6353.9969
259;9657.5691
840;3211.3516
775;9901.007
482;6282.1426
829;6665.368
513;4505.5079
834;6372.9685
963;1030.4721
631;2969.1613
584;637.3271
469;7891.862
915;7692.3915
138;8422.5077
5;549.5421
167;8617.9734
951;6212.2989
454;8829.611
916;7283.1355
446;6934.7146
496;1752.0787
988;6837.3589
381;5014.5504
268;7539.6977
49;2658.7943
846;9141.448
810;2026.128
658;494.4279
933;322.6368
966;6920.6585
703;7148.8359
697;5396.675
230;9714.1974
310;8913.3408
526;9716.3487
279;1339.5905
882;1890.1226
615;9050.1768
847;5569.5434
312;5821.6287
190;2256.2154
515;3057.2771
58;4150.4729
259;8271.3365
168;877.0463
47;943.6792
295;4224.8789
194;6351.074
484;3621.1343
843;4787.306
398;8272.3076
759;5703.7286
962;5430.7626
542;3733.4499
2;8082.8907
715;6306.4829
859;9505.4907
185;619.843
121;6599.8536
963;1095.7042
397;8688.4245
664;7142.3781
814;3546.8137
225;5027.0106
274;7844.3079
484;6975.5386
778;4878.9318
769;5234.5838
117;8518.499
373;8761.6074
972;8596.9771
867;5453.7853
113;9665.8915
546;3382.7076
617;1963.3714
860;371.1418
277;738.8457
638;2429.7471
166;7659.2724
30;8065.7605
92;5923.1904
594;7282.3218
104;8921.7596
651;1206.2393
482;811.3584
66;713.6457
658;6200.1857
916;167.1294
353;5301.7188
79;5434.5659
778;370.7551
617;3729.0203
162;9013.1681
25;6490.7282
981;48.3923
757;5526.3018
251;8004.0416
246;6926.9543
911;3034.9635
504;6906.6706
897;4084.4102
770;8632.894
698;4442.9125
138;9366.4435
333;510.8212
953;2784.0122
488;6533.3751
908;2225.7372
176;352.5513
87;6791.9787
719;7807.8321
962;3707.5791
12;6318.4269
246;7178.5171
4;1392.366
745;6085.0126
101;3333.282
915;286.7789
705;5253.5827
548;8060.2559
422;7653.1085
179;5244.3051
574;9285.26
95;39.9809
533;8807.9698
503;6091.6371
17;6804.7871
345;470.7709
974;3161.7305
406;2490.6383
866;498.4553
916;3898.8245
177;377.6751
544;926.5916
743;5354.6655
781;3917.9609
105;6579.0689
6;818.134
346;3624.1116
158;6669.9971
109;493.7303
831;2449.0882
293;9346.005
747;3061.5538
